79	152698
84	146706
87	155969
91	145546
94	159146
97	149128
101	143389
105	164860
110	143163
115	143904
120	149499
126	151505
131	134965
135	193997
137	188762


  2	167766
  7	176056
14	165855
21	248823
26	168466
30	154659
35	257085
41	314058
45	243731
49	158409
55	151798
58	151794
65	165781
68	149704
72	161613
76	161127
79	172207
84	145356
87	148215
91	140219
94	144289
97	142267
101	151066
105	144496
110	141677
115	139312
120	143570
126	136104
131	138772
135	133698
137	130982


  2	166563
  7	153676
14	168901
21	163012
26	162855
30	174040
35	154026
41	148809
45	159382
49	150656
55	156912
58	147306
65	152789
68	146287
72	150090
76	150001
79	148169
84	157019
87	143204
91	142787
94	143156
97	155393
101	145228
105	144183
110	145892
115	142337
120	134226
126	139968
131	143048
135	128564
137	160256


  2	160575
  7	158741
14	195990
21	154155
26	154387
30	148562
35	155581
41	149805
45	157729
49	150206
55	151819
58	152885
65	147548
68	144340
72	156110
76	150450
79	148523
84	148262
87	157928
91	143190
94	147881
97	141774
101	140200
105	146616
110	148881
115	139702
120	136101
126	141507
131	131632
135	137654
137	129739


  2	150672
  7	152722
14	167519
21	158855
26	197325
30	150428
35	146426
41	154327
45	151509
49	155478
55	155109
58	159132
65	150899
68	150760
72	154736
76	146410
79	144986
84	161106
87	152429
91	148678
94	147404
97	145998
101	148962
105	147099
110	145548
115	137166
120	136473
126	140397
131	129792
135	136232
137	134280


  2	155398
  7	164048
14	156048
21	157766
26	155229
30	152396
35	156512
41	153711
45	152921
49	149560
55	147533
58	154624
65	148848
68	150423
72	149874
76	150707
79	146759
84	158784
87	143529
91	141680
94	165401
97	140093
101	140467
105	152024
110	163473
115	143209
120	145929
126	145514
131	131855
135	142064
137	133600


  2	176453
  7	159886
14	174078
21	174900
26	160056
30	157552
35	157726
41	152286
45	157201
49	158921
55	170374
58	148352
65	154738
68	167055
72	160150
76	149584
79	149962
84	165483
87	153488
91	158984
94	164464
97	154365
101	153329
105	152858
110	172613
115	153765
120	162188
126	169051
131	160002
135	144995
137	155538


  2	176574
  7	191265
14	188237
21	167094
26	180306
30	169916
35	153741
41	180473
45	161772
49	165066
55	166058
58	167134
65	151118
68	149245
72	156554
76	163389
79	165691
84	161383
87	170446
91	182349
94	161447
97	155172
101	165614
105	153673
110	159068
115	143630
120	137307
126	143683
131	134704
135	129168
137	143998


  2	151005
  7	162779
14	174839
21	158780
26	150656
30	163054
35	147578
41	157773
45	148990
49	152163
55	146505
58	155088
65	151150
68	149051
72	158652
76	147575
79	143302
84	145715
87	144763
91	141357
94	161842
97	167483
101	149099
105	151086
110	145611
115	135376
120	142464
126	133661
131	132345
135	133525
137	141702


  2	156987
  7	167496
14	160265
21	162777
26	156581
30	156003
35	150304
41	150772
45	159264
49	144280
55	144038
58	150402
65	157515
68	144607
72	153068
76	146128
79	146181
84	141645
87	146406
91	142622
94	150996
97	154494
101	142615
105	146891
110	137114
115	139626
120	142532
126	133943
131	138054
135	128519
137	128289


  2	151114
  7	164082
14	176547
21	167127
26	149920
30	156153
35	156519
41	162099
45	150311
49	151914
55	148725
58	157905
65	150279
68	152333
72	155208
76	153688
79	146333
84	152808
87	146906
91	151986
94	143898
97	167698
101	144671
105	151634
110	141302
115	136012
120	143400
126	137638
131	149940
135	129589
137	131839


  2	206554
  7	164111
14	165211
21	147776
26	151125
30	153183
35	159284
41	151135
45	152432
49	150569
55	153622
58	152079
65	160593
68	151742
72	147822
76	148993
79	147655
84	147486
87	143330
91	147196
94	154465
97	152665
101	144309
105	139430
110	147253
115	140549
120	140229
126	138689
131	141445
135	128899
137	136468


  2	151284
  7	160490
14	172056
21	160613
26	152502
30	152340
35	153965
41	150902
45	149607
49	148161
55	161570
58	157007
65	145407
68	159837
72	148375
76	154791
79	154789
84	146326
87	161070
91	147592
94	145428
97	152655
101	147967
105	146220
110	141277
115	139277
120	139689
126	139310
131	131303
135	133171
137	131388


  2	154943
  7	160767
14	163614
21	159265
26	155032
30	156044
35	152659
41	157032
45	144594
49	151174
55	149676
58	150744
65	146808
68	153988
72	146883
76	150515
79	148737
84	148274
87	160504
91	148283
94	140787
97	147242
101	142274
105	148888
110	164798
115	147986
120	150791
126	146303
131	138241
135	128872
137	129825


  2	156506
  7	161357
14	163393
21	157008
26	157182
30	157193
35	148996
41	152590
45	148593
49	153209
55	146568
58	149551
65	147766
68	153307
72	153323
76	148561
79	152280
84	158940
87	143711
91	145467
94	147749
97	145622
101	142319
105	142521
110	140862
115	141550
120	144618
126	141902
131	139143
135	129121
137	137344


  2	158073
  7	155889
14	162754
21	170206
26	155401
30	148985
35	152771
41	152669
45	147092
49	151932
55	154214
58	150521
65	145520
68	152579
72	145963
76	149241
79	146028
84	145036
87	147453
91	141688
94	166519
97	155847
101	146494
105	152555
110	143903
115	137331
120	138753
126	137981
131	137514
135	132255
137	127415


  2	158636
  7	155460
14	162619
21	178462
26	157781
30	152039
35	147855
41	157800
45	156462
49	153726
55	155090
58	156402
65	183149
68	161955
72	149244
76	158304
79	142185
84	155114
87	144386
91	158904
94	141380
97	148263
101	147507
105	148483
110	140216
115	138688
120	137544
126	136094
131	132513
135	131099
137	133429


  2	169024
  7	158259
14	162255
21	149544
26	158506
30	147856
35	151408
41	155185
45	147307
49	158542
55	150813
58	152771
65	153503
68	146497
72	149825
76	146619
79	149949
84	142313
87	140083
91	159584
94	155465
97	143575
101	143261
105	146154
110	136339
115	138839
120	139749
126	141969
131	138521
135	128198
137	127827


  2	152540
  7	157614
14	165371
21	153320
26	156730
30	154845
35	157026
41	150588
45	150511
49	151367
55	152374
58	148071
65	157419
68	145174
72	146382
76	148866
79	157449
84	143746
87	149148
91	157514
94	144141
97	145335
101	142189
105	143097
110	148536
115	140715
120	140044
126	137649
131	139273
135	131229
137	129226


  2	154391
  7	154842
14	175091
21	155377
26	153322
30	150265
35	152581
41	153649
45	155084
49	154434
55	153794
58	149039
65	147840
68	156294
72	145439
76	145163
79	149938
84	139811
87	149171
91	154431
94	145880
97	146300
101	143337
105	159790
110	140975
115	138464
120	145354
126	135066
131	133085
135	133590
137	125923


  2	151890
  7	162695
14	172136
21	153813
26	155136
30	148681
35	155018
41	155994
45	154554
49	150408
55	150709
58	152291
65	152821
68	145138
72	151144
76	145716
79	142343
84	145493
87	152091
91	162319
94	150935
97	145665
101	142805
105	152849
110	147529
115	149766
120	139523
126	135389
131	142328
135	130897
137	133647


  2	149423
  7	153140
14	174576
21	150294
26	152553
30	153856
35	152835
41	151938
45	150889
49	151923
55	152322
58	154141
65	151726
68	151319
72	145056
76	151504
79	153069
84	146253
87	143854
91	140724
94	153601
97	144547
101	142328
105	138583
110	145076
115	136482
120	137519
126	160908
131	141134
135	129539
137	126696


  2	165607
  7	154142
14	200812
21	166828
26	152445
30	157140
35	148056
41	153521
45	152009
49	155542
55	145506
58	148207
65	154375
68	151882
72	151546
76	154328
79	144946
84	157891
87	148942
91	137442
94	142126
97	140105
101	139785
105	139912
110	146717
115	149736
120	140889
126	134082
131	134970
135	131138
137	131556


  2	161439
  7	165782
14	158462
21	162751
26	153307
30	153457
35	152111
41	155729
45	152864
49	149650
55	162031
58	151016
65	154929
68	146359
72	148783
76	165718
79	161201
84	145606
87	145454
91	161484
94	190499
97	164417
101	169306
105	159666
110	151527
115	158534
120	155655
126	143794
131	139866
135	138692
137	152843


  2	165952
  7	167566
14	187854
21	159949
26	173760
30	158698
35	157713
41	218209
45	166570
49	154586
55	157633
58	151021
65	186092
68	155392
72	143230
76	152561
79	181668
84	167962
87	141548
91	152141
94	141714
97	141258
101	147092
105	153532
110	152461
115	143853
120	136789
126	135186
131	136306
135	133665
137	124336


  2	161990
  7	170421
14	156169
21	157067
26	157614
30	153380
35	154510
41	151694
45	153522
49	155437
55	154610
58	148324
65	146553
68	154718
72	145248
76	158277
79	149476
84	157210
87	153806
91	151034
94	141050
97	146557
101	142591
105	142294
110	134882
115	137043
120	141447
126	136117
131	134110
135	132556
137	138733


  2	152569
  7	161992
14	173993
21	160061
26	149567
30	152428
35	153249
41	154259
45	150098
49	155055
55	150548
58	154191
65	149787
68	149692
72	154780
76	150894
79	142803
84	168346
87	143825
91	148238
94	170101
97	156532
101	159450
105	158019
110	143630
115	137196
120	139981
126	138873
131	132042
135	130247
137	132495


  2	156702
  7	157629
14	167241
21	160830
26	148447
30	158926
35	151815
41	157362
45	155452
49	158421
55	144832
58	157013
65	149729
68	150955
72	146431
76	154791
79	144317
84	145586
87	145431
91	142168
94	170203
97	139710
101	148681
105	150664
110	140221
115	132217
120	142190
126	147040
131	131795
135	135792
137	128331


  2	157998
  7	150710
14	179913
21	154316
26	154884
30	148812
35	153115
41	148264
45	152032
49	157680
55	157526
58	144918
65	148562
68	156354
72	149067
76	155744
79	147945
84	145755
87	149330
91	144495
94	157427
97	146738
101	147002
105	146598
110	151077
115	148723
120	135937
126	142470
131	132139
135	138253
137	136618


  2	166073
  7	170912
14	165308
21	155607
26	153532
30	161328
35	156192
41	154603
45	157089
49	150021
55	150681
58	153661
65	146903
68	154234
72	141965
76	148726
79	146005
84	146021
87	152711
91	150812
94	149821
97	156020
101	142468
105	150328
110	141127
115	137594
120	140853
126	136743
131	129726
135	133514
137	129714


  2	158918
  7	155679
14	187359
21	151789
26	155136
30	169752
35	155065
41	157876
45	156532
49	148676
55	152126
58	153800
65	154654
68	148349
72	149198
76	144636
79	147461
84	144653
87	156182
91	157279
94	150218
97	145077
101	141091
105	152234
110	144272
115	140001
120	139617
126	133747
131	132050
135	128402
137	140649
